filename	tile_size	pattern_width	rotations	output_size	ground	attempt_limit	output_periodic	input_periodic	location heuristic	choice heuristic	global constraint	backtracking	attempts	time_start	time_adjacency	adjacency_duration	time solve start	time solve end	solve duration	pattern count	choices	wave	backtracks	propagations	outcome	
extrapolate_1a	1	6	7	(48, 48)	0	10	False	False	entropy	weighted	False	False	1	1666307.7038213	1677910.3723026	0.10734859993681312	1677910.4796512	None	160.24464560020715	3182	23	23	0	46	contradiction	
extrapolate_1a	1	6	7	(48, 48)	0	10	False	False	entropy	weighted	False	False	2	1666307.7038213	1677910.3723026	160.35338969994336	1678070.7256923	None	394.64093100000173	3182	
